textID,text,selected_text,sentiment
41e2147763,everything. *weeps*,*weeps,negative
dfa1ef3981,"I had mailed for something, you got the e-mail, I didn't which should probly mean I won't get it",", I didn't which should probly mean I won't get it",negative
e9acf3e499,TY. Just a long tiring day filled with expensive plumbers and work needed CALGON. Hope you &amp; have an AWESOME weekend!,ave an AW,positive
67b3d27ebf,he'll be 3 in july! I'm just soo stoked!!!! Especially since he sleeps with us LOL He refuses to wear diapers anymore,o stoked!,positive
8d91c2e24a,Happy Mom's Day to everyone in the US,Happy Mo,positive
b071c7bff0,bought my pink ipod nano 2 days ago will be delivered this week. YAY! &amp; hopefully getting ears pierced again in a few weeks XD,&amp; hopef,positive
8842070ac1,i havent laid my verse yet...,i havent laid my verse yet.,neutral
060ea6c6c8,Ok super bored... guess no one else it,bored..,negative
3a09172f7c,"Oh dear, it will be late there.... good ol Michigan! Well I look forward to chatting with you when our wakeful hours overlap.",l I look forward,positive
28070a6716,"wellllll, I did most of my homework. and i kind of finished with editing. And I'm not as tired this morning as I thought I'd be",And I'm not as tired th,positive
1b8d31d6b3,have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier,;super green&,positive
e6dd04089e,yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,t i dnt even care anymore,negative
3d8e8979e4,"http://bit.ly/253ce :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss My neighbor had about 13 ...","http://bit.ly/253ce :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss My neighbor had about 13 ..",neutral
7965aca124,EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOE'T WORK AT ME I'M #FRUSTRADED :@,FRUSTRADED,negative
9b0fb70c3c,Life Just Isn't Fair &gt; And I Feel,Life Just Isn't Fair &gt; And I Fee,negative
cc3d762b98,Subway=yum!,yum!,positive
c0db18a83f,"trying to do the same thing, running an online business as well as running a regular business in the &quot;real&quot; world","trying to do the same thing, running an online business as well as running a regular business in the &quot;real&quo",neutral
3dec4e2d97,ohyeahhh hate the heat! http://twitpic.com/665a2,ohyeahhh hate the heat,negative
39308d1822,"it is, and its shiny and if i could marry it i would. ps. im good, you?",im goo,positive
775f56b3da,"Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",Yay!,positive
3671b52421,Hey Bye Bye was fun too (robluketic live &gt; http://ustre.am/2w5v),s fun,positive
518cdce704,"Nope, not &quot;done&quot; yet","Nope, not &quot;done&",neutral
c37182a8e7,"I's sorry listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING &lt;33]","I's sorry listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING &lt;3",neutral
0633a06f19,"that made me laugh. Sorry Grets, but you are not going to the Pool Room.",that made me laugh. Sorry Grets,neutral
8e74e2abc3,that's not good to hear! i hope everything is fine..i will keep you &amp; your family in prayer! I LOVE YOU ISABELA URIBE,that's not good to hear! i hope everything is fine,neutral
7e1ee83e72,"Ps Brian just announced his message title, &quot;what is in you will flow from you&quot; My friend replied &quot;cheescake??&quot; Ha!","Ps Brian just announced his message title, &quot;what is in you will flow from you&quot; My friend replied &quot;chee",neutral
54897eb7bf,"I can only message those who message me, if we're fwends...so those that want replies..follow me. hmm..that sounds funny..",funny.,positive
22bac2cdb7,the second i hit reply to that tweet i was asked to stop playing music. i am now sad. someone sing to me. on or off key works!,. i am now sad. someone sing to me. on or off key works!,negative
d9487f0568,_om &quot;If I should paint my fingernails green- oh and it just so happens I do paint them green...&quot; Marvelous,...&quot;,positive
3bd28edff2,... Money money money... http://twitpic.com/664uz,... Money money money... http://twitpic.com/664,neutral
8501ab8104,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. no,neutral
3f2e58d04b,Did you get to meet Ace Frehley? Love his guitar playing. Not sure how coherent a speaker he might/might not be.,Did you get to meet Ace Frehley? Love his guitar playing. Not sure how coherent a speaker he might/might not be,neutral
53b10154ca,I just got twitter for my palm &lt;3,I just got twitter for my palm &lt;,positive
cadfec03d1,AHHHHH I needa hurry up and shower before this &quot;HUGE&quot; storm hits,&quot;HUGE&quot; st,negative
bcde062aac,"Watching &quot;All the Kings Men&quot;, It be pretty good so far!","en&quot;, It be pre",positive
9db37bb7d1,I think I'm going to go outside and have a very John Cage moment Music majors rejoice!,c majors rejoice!,positive
a357e314cd,I'm sooo lost without my car This is truly depressing. Pregnant people should NEVER be this stressed out!,y depressing.,negative
8cddd58701,"Say cheese for the camera, or throw up some Western Mass gang signs to be cool",s to be cool,positive
8aafc1514d,_soch hah nooo she is the obly one that can AUMFFF i hate nick because he is datin miley,i hate nick be,negative
5fe5fb6488,"just woke up, its laura's last full day here Last night we watched embarrassing home movies",d embarrassing home movies,negative
8cbc64a056,after I said hi how are you she did at double take &amp; left. **** it I should have let her look around first,eft. ****,negative
e26c7a0aae,"My daughter went to a Bday party today caled, &quot;Grace&quot; of Cakes...the little girl is named Grace &amp; they made cupcakes!","My daughter went to a Bday party today caled, &quot;Grace&quot; of Cakes...the little girl is named Grace &amp; they ma",neutral
2780126312,and all chevre: please follow me at for chevre only I'm using for public tweeting! Thanks!,ing! Th,positive
2c39950044,"if you don't mind, change your profile pic with a picture of you in UK. It'll be fun",. It'll be fun,positive
de3018aeed,I &lt;3 Owl City.,I &lt;3 Owl City,neutral
71b18f87cc,i've got really bad arthritus in my left hand. I cant use my thumb at all,y bad arthritus,negative
007fc3a95c,"as a nj native, i thank u",", i thank u",positive
5714d8c2c3,Goodnight.,Goodnight,positive
7fea401ddd,the 14-24 is definitely going... sold the 70-200 and 200F2 is too HEAVY Think I'll get away with the 50/85? #Twedding,the 14-24 is definitely going... sold the 70-200 and 200F2 is too HEAVY Think I'll get away with the 50/85? #Tweddin,neutral
2f0047bcad,I did laundry tonight too. Guess I can admit that now that you paved the way.,w that you paved the way.,positive
567d245237,is so tired ive walked 6.05 kilometres today,is so tired iv,negative
8f1a046097,"My youth group was there! I would have liked 2 go, but I couldn't afford it, &amp; I had a drama performance/party... Luv ya tho!",y...,positive
85ed4ae17e,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,Refreshed,positive
0f172c8020,Im sad...there's a for sale sign in front of my house!!,sad..,negative
2ed155359e,Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me &amp; I am thankful for you!!,am thankf,positive
810ec6583b,are you having any problems sending images from Twitterberry mine just doesn't want to work ! ****,ne just doesn't want to work,negative
841817c75a,Tropical Depression 1 heading east. MrSal65 scared this one off Welcome to start of Hurricane Season '09. Still looking 4 more FL subs.,Tropical Depression 1 heading east. MrSal65 scared this one off Welcome to start of Hurricane Season '09. Still looking 4 more FL subs,neutral
be2de1ed61,_erincharde hey you guys should invite me out...moody is my only friend these days,e hey you guys should invite me out...moody is my only friend these day,neutral
69a5d716fc,Nice yo!!! Live it for me buddy!,Nice yo!,positive
aee35b84d6,Listening to have heart. Aka i took over carlys last.fm its 4am need to be up in 4 hours. Looooong day tomorrow,urs. Looooong day tomo,negative
4e42307bc0,"it's an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",h: you lack time,negative
079cab6a05,Hope everything ok! Can burr fix this?,Hope everything ok,positive
cb9b52e9be,love it when jonas brothers are in the trending topics. maybe taylors turn next,love it wh,positive
7fa727590e,used is definitely cheaper... may have to get later ones that way... but new is ok for now...,cheaper.,negative
d3b4198d69,I need a job to keep me above waters...thought I had one but apparently its &quot;Casual&quot; so now on the search again,I need a job to keep me above waters...thought I had one but apparently its &quot;Casual&quot; so now on the searc,neutral
34ed05dc98,"Jon &amp; Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigation http://tinyurl.com/l7zt72","Jon &amp; Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigati",neutral
182a1c6ffd,"we are at FOrt Belvoir, on base. Hubs is stationed at the pentagon. I cant wait for pug pups!! I just looooove mine!",s!! I just looooove,positive
c994907abb,"We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today",d it absolutely ruled,positive
809b2b787d,Man with a kickin' top hat just left. Invited me to blues jams session put on by street musicians. HarpmanHatter.,Man with a kickin' to,positive
300997aaeb,Still soo tired..not ready to get up for the day...work again,Still soo tired..,negative
bd79135b7f,It was an app that changed your wallpaper to one of several hundred at random intervals. It's hard to find good wallpapers.,. It's hard to find good wallpapers.,negative
0a2d80b493,supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week &amp; want Bruno!,supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week &amp; want Bru,neutral
dceade7e18,This will be the worst day ever....graduation,worst day ever...,negative
e47fb0bfe5,Stupid freshmen ruined theatre class.. Now we don't get to play warm-up games for the rest of the school year,ruined th,negative
51236d0228,"I hate being reminded how weak my eyes are I overdid reading today, they're sore as ****. Going to rest. -sigh-",e sore,negative
23519c6777,I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!,I'm not feeling very inspired today..,negative
df34c5a6a5,"Would you travel to the UK for one? The big US meets sound great, I'd love to go to one of those, so many furs &amp; so much art","s sound great, I'd love to go",positive
8eba081c1d,a night alone with my piano...and a pro tools session... ill take that ANYTIME.,a night alone wi,negative
722c3c7dab,Presenting today...hope it leads to the ability to move up one day,hope,positive
1f32a8f374,They are great friends of mine. I'll let you know when they are playing next and you can come along and do whatever you like,e great,positive
6a38e69fb9,UUUUUGH!!! I HATE I MISSED INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,I HATE I MISSED INTERVIEW!,negative
b5922870f6,"Yes, this NBA song is great!!! Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;.",song is great!,positive
d9e249144e,So its Superstar Sunday? is one superstar I know #sunday,So its Superstar Sunday? is one superstar I know #sunda,neutral
885391baa1,"Thanks mate, just came on board here at Twitter ... .. tweet up sounds great..",p sounds great.,positive
ef0a7a1c39,I just added a butt to your name in my phone after I made you go home in the cold. Because I love you!,e I love you!,positive
4e2edbcbab,I'm all stuffted up but I gotta gets up &amp; go netball,I'm all stuffted up but I gotta gets up &amp; go netba,neutral
4479e4f7aa,"In my case, it's going to be exams showing me a thing or two. I'm very much hopeful about November '09, though.",h hopeful,positive
